source,title,page_id,revision_id,timestamp,contributor_ip,comment
Regjeringskontorene,Odd Nerdrum,828,372985,1128088725000,132.150.8.242,
Regjeringskontorene,PHP,864,1109643,1154821443000,132.150.8.242,/* Historie */
Regjeringskontorene,PHP,864,1109646,1154821483000,132.150.8.242,/* Historie */
Regjeringskontorene,Stabæk Fotball,952,4508433,1224492232000,132.150.149.75,/* Meritter */
Regjeringskontorene,Stabæk Fotball,952,4508443,1224492414000,132.150.149.75,/* Meritter */
Regjeringskontorene,Stabæk Fotball,952,4508449,1224492473000,132.150.149.75,/* Meritter */
Regjeringskontorene,Stabæk Fotball,952,4508459,1224492646000,132.150.149.75,/* Meritter */
Regjeringskontorene,Stabæk Fotball,952,4508473,1224492829000,132.150.149.75,/* Meritter */
Regjeringskontorene,Hurtigløp på skøyter,957,188899,1118816940000,132.150.226.67,
Regjeringskontorene,Hurtigløp på skøyter,957,188920,1118816989000,132.150.226.67,/* Norske */
Regjeringskontorene,Thorbjørn Jagland,1106,6388096,1260956428000,132.150.226.76,/* Biografi */
Regjeringskontorene,Thorbjørn Jagland,1106,6388099,1260956455000,132.150.226.76,/* Biografi */
Regjeringskontorene,Transport,1152,87234,1096895682000,132.150.146.18,
Regjeringskontorene,Kunnskapsdepartementet,1176,5242780,1236870779000,132.150.8.242,
Regjeringskontorene,Kunnskapsdepartementet,1176,5242800,1236871041000,132.150.8.242,/* Eksterne lenker */
Regjeringskontorene,Vestby,1183,11804292,1361533527000,132.150.8.82,/* Kjente vestbysokninger */
Regjeringskontorene,Vålerenga Fotball,1192,74332,1103630405000,132.150.0.76,
Stortinget,Venstre,1196,11736961,1360243494000,85.88.64.195,
Stortinget,Venstre,1196,11736962,1360243564000,85.88.64.195,
Stortinget,Venstre,1196,11736968,1360243797000,85.88.64.195,
Stortinget,Venstre,1196,11736974,1360243923000,85.88.64.195,
Stortinget,Venstre,1196,11736991,1360244475000,85.88.64.195,
Regjeringskontorene,Varians,1211,8196140,1294661965000,132.150.9.210,
Regjeringskontorene,Varians,1211,8196143,1294662017000,132.150.9.210,/* Empirisk varians */
Regjeringskontorene,Wikipedia:Tinget,1230,1179156,1157023209000,132.150.226.53,/* Hvem bestemmer kategorier? */
Regjeringskontorene,Østfold,1374,13231583,1403505849000,132.150.8.6,/* Severdigheter */
Regjeringskontorene,Wikipedia:Ønskelisten,1389,504372,1135763648000,132.150.8.242,"/* Samfunn, politikk, lov og rett */"
Regjeringskontorene,Wikipedia:Ønskelisten,1389,504373,1135763673000,132.150.8.242,"/* Samfunn, politikk, lov og rett */"
Regjeringskontorene,Wikipedia:Ønskelisten,1389,1045092,1152776519000,132.150.226.53,/* Annet */
Regjeringskontorene,Georg Friedrich Händel,2450,10826368,1341226937000,132.150.8.82,
Stortinget,3. januar,2526,8161810,1294056691000,85.88.64.195,/* Fødsler */
Regjeringskontorene,Ariel Sharon,2776,482632,1134958557000,132.150.226.76,/* Kritikk */
Regjeringskontorene,Ariel Sharon,2776,482638,1134958758000,132.150.226.76,/* Kritikk */
Regjeringskontorene,Sionisme,2784,482684,1134963813000,132.150.226.76,
Stortinget,20. august,2825,4713552,1228136301000,85.88.64.35,/* Født */
Regjeringskontorene,Arendal,2953,10600920,1337936885000,132.150.8.82,
Regjeringskontorene,Heimevernet,3012,1673217,1168525065000,132.150.8.242,"/* Heimevernsdistriktene (før omorganiseringen, 1. august 2005) */"
Regjeringskontorene,Heimevernet,3012,1673227,1168525135000,132.150.8.242,"/* Heimevernsdistriktene (før omorganiseringen, 1. august 2005) */"
Regjeringskontorene,Heimevernet,3012,1673235,1168525180000,132.150.8.242,"/* Heimevernsdistriktene (før omorganiseringen, 1. august 2005) */"
Regjeringskontorene,Heimevernet,3012,1673244,1168525237000,132.150.8.242,/* Organisering */
Regjeringskontorene,Universitetet i Oslo,3082,5536541,1242810257000,132.150.8.242,/* Studentliv */
Regjeringskontorene,Universitetet i Oslo,3082,5537457,1242826560000,132.150.8.242,/* Studentliv */
Regjeringskontorene,Spionasje,3094,1152716,1156241703000,132.150.226.53,
Stortinget,Fremskrittspartiets Ungdom,3143,7143911,1274268432000,85.88.64.195,nye fylkesformenn
Stortinget,Fremskrittspartiets Ungdom,3143,7143917,1274268474000,85.88.64.195,
Stortinget,Fremskrittspartiets Ungdom,3143,7143934,1274268645000,85.88.64.195,
Stortinget,Fremskrittspartiets Ungdom,3143,13062211,1396263569000,85.88.64.198,/* Generalsekretærer i FpU */
Regjeringskontorene,Dagbladet,3404,7136876,1274182484000,132.150.9.210,Aftenposten er blitt større enn vg i opplag. Bør derfro nevnes først.
Regjeringskontorene,Dagbladet,3404,7136919,1274182804000,132.150.9.210,ikke lenger konstituert
Regjeringskontorene,Ulvik,3669,12626889,1377762380000,132.150.8.83,/* Kjente ulvikjer */
Regjeringskontorene,Dag og Tid,3670,10630594,1338380960000,132.150.8.82,
Regjeringskontorene,Det palestinske folk,3990,482686,1134964033000,132.150.226.76,
Regjeringskontorene,Nannestad,4088,2849774,1192713783000,132.150.92.62,
Regjeringskontorene,Eidsberg,4101,2172513,1178188621000,132.150.226.76,
Regjeringskontorene,Rygge,4107,13231587,1403506201000,132.150.8.6,/* Kjente innbyggere i Rygge */
Regjeringskontorene,Svelvik,4124,1286171,1159868795000,132.150.8.242,
Regjeringskontorene,Svelvik,4124,1286201,1159869485000,132.150.8.242,
Regjeringskontorene,Kviteseid,4132,11073628,1346074541000,132.150.8.82,/* Bygder */
Regjeringskontorene,Hurum,4166,661316,1141643573000,132.150.8.242,/* Areal og befolkning */
Regjeringskontorene,Tana,4194,522897,1136463755000,132.150.8.242,Rettelse av Deanu til Deatnu i første linje
Regjeringskontorene,Aukra,4248,11002324,1344658642000,132.150.8.82,/* Kjente gossinger */
Regjeringskontorene,Aukra,4248,11002326,1344658713000,132.150.8.82,/* Kjente gossinger */
Regjeringskontorene,Sortland,4318,5299837,1237975265000,132.150.8.242,/* Samisk aktivitet */
Regjeringskontorene,Stryn,4426,10600693,1337933715000,132.150.8.82,
Regjeringskontorene,Klæbu,4438,1793552,1170851992000,132.150.8.242,
Regjeringskontorene,1974,4515,42921,1096973432000,132.150.146.18,/* Født */
Regjeringskontorene,1974,4515,42959,1096978073000,132.150.146.18,/* Født */
Regjeringskontorene,Bill Clinton,4845,6364995,1260358827000,132.150.9.210,/* Presidentperiodene */
Regjeringskontorene,Ponni,5116,982137,1150593484000,132.150.226.76,
Regjeringskontorene,Svalbardtraktaten,5256,362643,1127270411000,132.150.226.67,/* Eksterne lenker */
Regjeringskontorene,Jeløya,5415,11382118,1352882400000,132.150.8.82,
Regjeringskontorene,Bedriftens samfunnsansvar,5465,12963018,1392190140000,132.150.226.76,/* CSR i Norge */
Regjeringskontorene,Hans Blix,5814,2113912,1176968010000,132.150.226.53,
Regjeringskontorene,«Blücher»,7102,13084168,1397040896000,132.150.226.76,/* Vraket av «Blücher» */ Komma
Regjeringskontorene,Östersund,7191,2654276,1188547751000,132.150.8.242,
Regjeringskontorene,Östersund,7191,2654313,1188548342000,132.150.8.242,
Regjeringskontorene,Östersund,7191,2655046,1188557621000,132.150.8.242,
Regjeringskontorene,Leonardo da Vinci,7550,8771042,1305279819000,132.150.9.210,/* Verocchios verksted 1466-1476 */
Regjeringskontorene,Liste over norske bryggerier,7557,436866,1132217754000,132.150.8.242,/* Bryggerier */
Regjeringskontorene,Robert Schuman,7599,7905292,1289552706000,132.150.226.76,
Regjeringskontorene,Giacomo Puccini,8885,3040646,1196691914000,132.150.226.76,
Regjeringskontorene,Skeid Fotball,8893,1289025,1159944739000,132.150.8.242,/* Historie */
Stortinget,Erlend Wiborg,8959,12928826,1390810795000,85.88.64.197,
Regjeringskontorene,Dronning Maud Land,9435,6874926,1269342692000,132.150.89.35,grov feil i eksisterende tekst
Regjeringskontorene,Djibouti,9516,3583457,1207565806000,132.150.226.76,/* Politikk */
Regjeringskontorene,Djibouti,9516,3583465,1207565896000,132.150.226.76,
Regjeringskontorene,Djibouti,9516,3583468,1207565924000,132.150.226.76,/* Politikk */
Regjeringskontorene,Djibouti,9516,3583473,1207565969000,132.150.226.76,
Regjeringskontorene,Berlin-konferansen,9566,11940364,1363098123000,132.150.226.76,"Rettet trykkleif ""Storbritannia"""
Regjeringskontorene,Peter I Øy,9576,6874937,1269342885000,132.150.89.35,grov feil
Regjeringskontorene,Aserbajdsjan,9759,574760,1138366649000,132.150.8.242,/* Historie */
Regjeringskontorene,Fiskeri- og kystdepartementet,10532,8698997,1303812431000,132.150.9.210,
Regjeringskontorene,Fiskeri- og kystdepartementet,10532,9951720,1326287711000,132.150.8.83,
Regjeringskontorene,Fiskeri- og kystdepartementet,10532,9951730,1326287804000,132.150.8.83,
Regjeringskontorene,Fiskeri- og kystdepartementet,10532,11265777,1350284401000,132.150.8.82,/* Politisk ledelse */
Regjeringskontorene,Forsvarsdepartementet (Norge),10533,4721369,1228297662000,132.150.8.242,/* Underliggende etater */
Regjeringskontorene,Helse- og omsorgsdepartementet,10534,1025965,1152020420000,132.150.8.242,
Regjeringskontorene,Helse- og omsorgsdepartementet,10534,11711601,1359719846000,132.150.8.82,/* Politisk ledelse */
Regjeringskontorene,Justis- og beredskapsdepartementet,10535,6269444,1258382947000,132.150.89.35,
Regjeringskontorene,Justis- og beredskapsdepartementet,10535,6269471,1258383170000,132.150.89.35,
Regjeringskontorene,Justis- og beredskapsdepartementet,10535,11669230,1358865439000,132.150.89.18,
Regjeringskontorene,Justis- og beredskapsdepartementet,10535,11669795,1358878524000,132.150.89.18,
Regjeringskontorene,Justis- og beredskapsdepartementet,10535,12649702,1378886799000,132.150.89.18,Oppdatering av navn på statssekretær og politisk rådgiver.
Regjeringskontorene,Kommunal- og moderniseringsdepartementet,10536,2009414,1174999191000,132.150.8.242,
Regjeringskontorene,Klima- og miljødepartementet,10540,418119,1131012554000,132.150.92.62,
Regjeringskontorene,Klima- og miljødepartementet,10540,418180,1131015244000,132.150.92.62,
Regjeringskontorene,Klima- og miljødepartementet,10540,10494646,1336495984000,132.150.8.82,/* Politisk ledelse */
Regjeringskontorene,Klima- og miljødepartementet,10540,11844031,1362383472000,132.150.8.82,
Regjeringskontorene,Klima- og miljødepartementet,10540,11844044,1362383862000,132.150.8.82,
Regjeringskontorene,Klima- og miljødepartementet,10540,12883071,1389273173000,132.150.8.6,/* Avdelinger */
Regjeringskontorene,Klima- og miljødepartementet,10540,12883073,1389273198000,132.150.8.6,/* Avdelinger */
Regjeringskontorene,Klima- og miljødepartementet,10540,12883076,1389273239000,132.150.8.6,
Regjeringskontorene,Samferdselsdepartementet,10545,4620419,1226436130000,132.150.8.242,
Regjeringskontorene,Samferdselsdepartementet,10545,4620421,1226436154000,132.150.8.242,
Regjeringskontorene,Samferdselsdepartementet,10545,4620472,1226436687000,132.150.8.242,
Regjeringskontorene,Samferdselsdepartementet,10545,4620481,1226436756000,132.150.8.242,
Regjeringskontorene,Samferdselsdepartementet,10545,6166434,1256287662000,132.150.8.242,
Regjeringskontorene,Samferdselsdepartementet,10545,6550129,1263980316000,132.150.8.242,
Regjeringskontorene,Samferdselsdepartementet,10545,10147806,1330347862000,132.150.8.82,
Regjeringskontorene,Samferdselsdepartementet,10545,10147815,1330347924000,132.150.8.82,
Regjeringskontorene,Samferdselsdepartementet,10545,10147823,1330348020000,132.150.8.82,
Regjeringskontorene,Samferdselsdepartementet,10545,12480991,1371197013000,132.150.8.82,
Regjeringskontorene,Samferdselsdepartementet,10545,12480996,1371197119000,132.150.8.82,
Regjeringskontorene,Samferdselsdepartementet,10545,12481010,1371197830000,132.150.8.82,
Regjeringskontorene,Utenriksdepartementet (Norge),10547,11187572,1348483342000,132.150.226.76,
Stortinget,Handlingsregelen,10559,9683155,1321627140000,85.88.64.196,
Regjeringskontorene,Søtvierfamilien,10667,13151830,1400155574000,132.150.226.76,Korr.
Regjeringskontorene,Søtvierfamilien,10667,13151836,1400155712000,132.150.226.76,Språkvask
Regjeringskontorene,Generalmajor,10842,381298,1128671889000,132.150.8.242,
Regjeringskontorene,Generalmajor,10842,381300,1128671944000,132.150.8.242,
Regjeringskontorene,Vidkun Quisling,10986,2710085,1189768173000,132.150.226.76,
Regjeringskontorene,Vidkun Quisling,10986,2710087,1189768200000,132.150.226.76,
Regjeringskontorene,Vidkun Quisling,10986,2710088,1189768222000,132.150.226.76,
Regjeringskontorene,Nasjonal Sikkerhetsmyndighet,11013,42903,1096974082000,132.150.145.18,
Regjeringskontorene,Nasjonal Sikkerhetsmyndighet,11013,42904,1096974262000,132.150.145.18,
Regjeringskontorene,Søren Kierkegaard,11036,4958841,1232030052000,132.150.8.242,/* Forfatterskapets annen del (1847–51) */
Regjeringskontorene,Søren Kierkegaard,11036,4958863,1232030323000,132.150.8.242,/* Stadier på livets vei */
Regjeringskontorene,Verdensarven,11281,10831296,1341318770000,132.150.8.82,/* Tabell over møtene i komiteenWorld Heritage Centre - Previous Sessions */
Regjeringskontorene,Verdensarven,11281,12779089,1384950841000,132.150.8.6,/* Eksterne lenker */
Regjeringskontorene,Verdensarven,11281,12779101,1384951029000,132.150.8.6,/*  */
Regjeringskontorene,Norbatts bataljonssjefer,11489,43804,1097248492000,132.150.145.18,/* Nestkommanderende bataljonssjefer */
Regjeringskontorene,Norbatts bataljonssjefer,11489,43852,1097248530000,132.150.145.18,/* Nestkommanderende bataljonssjefer */
Regjeringskontorene,Norbatts bataljonssjefer,11489,47424,1098121501000,132.150.146.18,/* Bataljonssjefer */
Regjeringskontorene,Norbatts bataljonssjefer,11489,63224,1098121612000,132.150.146.18,/* Nestkommanderende bataljonssjefer */
Regjeringskontorene,Norbatts stabskompanisjefer,11523,44299,1097248313000,132.150.145.18,/* Stabskompanisjefer */
Regjeringskontorene,Donald Rumsfeld,11537,2113852,1176967284000,132.150.226.53,
Regjeringskontorene,Laila Freivalds,11559,2113902,1176967878000,132.150.226.53,
Regjeringskontorene,Jens Evensen,12392,12806222,1386153550000,132.150.226.76,/* Arbeidet i Haag */
Regjeringskontorene,Norsk Tjenestemannslag,12430,7966800,1290759671000,132.150.9.210,
Regjeringskontorene,Norsk Tjenestemannslag,12430,7966802,1290759707000,132.150.9.210,
Regjeringskontorene,Norsk Tjenestemannslag,12430,7966804,1290759855000,132.150.9.210,
Regjeringskontorene,Israels barriere på Vestbredden,12826,43842,1097250544000,132.150.145.18,
Regjeringskontorene,Israels barriere på Vestbredden,12826,43843,1097253068000,132.150.145.18,
Regjeringskontorene,Henry Kissinger,13414,2113869,1176967446000,132.150.226.53,/* Biografier */
Regjeringskontorene,Venezia,13488,3236865,1200988480000,132.150.92.62,/* Historie */
Regjeringskontorene,The Aller Værste,14100,51593,1096972918000,132.150.145.18,
Regjeringskontorene,Leinstrand,14208,8455889,1299225051000,132.150.9.210,
Regjeringskontorene,Usbekistan,14337,2176416,1178267142000,132.150.226.76,/* Politikk */
Regjeringskontorene,The Walt Disney Company,14371,214673,1114674004000,132.150.8.243,/* Disney Parks and Resorts */
Regjeringskontorene,Diskusjon:USA,14662,11833259,1362129465000,132.150.8.82,/* USA eller Amerikas forente stater */
Regjeringskontorene,Luftfartstilsynet,15342,11117075,1346923373000,132.150.8.82,
Regjeringskontorene,Nemi,15482,7455399,1280303242000,132.150.226.76,
Regjeringskontorene,Norbatts seksjonssjefer,15592,47460,1098121151000,132.150.146.18,/* Sjef S-3 */
Regjeringskontorene,Den norske FN-styrken i Libanon,15599,215815,1116356727000,132.150.226.67,/* Sjefer for Den norske FN-styrken i Libanon (Norcontico) */
Regjeringskontorene,Hamas,16127,482685,1134963970000,132.150.226.76,
Regjeringskontorene,Hamas,16127,484482,1135053399000,132.150.226.76,/* Historie */
Regjeringskontorene,Hamas,16127,484487,1135053595000,132.150.226.76,
Regjeringskontorene,Siv Jensen,16287,5271056,1237384029000,132.150.226.76,
Regjeringskontorene,Siv Jensen,16287,5271059,1237384044000,132.150.226.76,
Regjeringskontorene,Liste over Norges regjeringer,16438,6154901,1256049184000,132.150.8.242,/* Regjeringer siden 1945 */
Regjeringskontorene,Liste over Norges regjeringer,16438,6154904,1256049268000,132.150.8.242,/* Regjeringer siden 1945 */
Regjeringskontorene,Liste over Norges regjeringer,16438,6154909,1256049310000,132.150.8.242,/* Regjeringer siden 1945 */
Regjeringskontorene,Liste over Norges regjeringer,16438,6154920,1256049421000,132.150.8.242,/* Regjeringer siden 1945 */
Regjeringskontorene,Liste over Norges regjeringer,16438,6154922,1256049446000,132.150.8.242,/* Regjeringer siden 1945 */
Regjeringskontorene,Liste over Norges regjeringer,16438,6154931,1256049539000,132.150.8.242,/* Regjeringer siden 1945 */
Regjeringskontorene,Liste over Norges regjeringer,16438,6154932,1256049562000,132.150.8.242,/* Regjeringer siden 1945 */
Regjeringskontorene,Diskusjon:Hamas,16555,484490,1135053773000,132.150.226.76,
Regjeringskontorene,EFTA,16670,10207725,1331630805000,132.150.8.82,/* Deputies */
Regjeringskontorene,EØS,16885,6166432,1256287522000,132.150.226.76,
Regjeringskontorene,Troms Folkeblad,16976,297449,1123304076000,132.150.226.67,
Regjeringskontorene,Porsche,17047,854507,1147243501000,132.150.8.242,/* Historie */
Regjeringskontorene,Porsche,17047,2047210,1175680087000,132.150.8.242,/* Historie */
Regjeringskontorene,Bydel St. Hanshaugen,17112,13108841,1398236717000,132.150.226.76,/* Plasser */ Lenke til Hammersborg torg rettet
Regjeringskontorene,Farmand,17599,2259409,1179832801000,132.150.226.76,
Regjeringskontorene,Farmand,17599,2259416,1179832931000,132.150.226.76,
Regjeringskontorene,Etterretningstjenesten,17868,42908,1096974490000,132.150.145.18,
Regjeringskontorene,Etterretningstjenesten,17868,42928,1096975503000,132.150.146.18,
Regjeringskontorene,Arbeiderdemokratene,17899,3659811,1208778457000,132.150.8.242,
Regjeringskontorene,Vigelandsanlegget,17920,43739,1097219182000,132.150.226.67,
Regjeringskontorene,Fotballklubben Lyn,17961,43924,1097219056000,132.150.226.67,
Regjeringskontorene,Fotballklubben Lyn,17961,4662807,1227182213000,132.150.226.76,
Regjeringskontorene,Fotballklubben Lyn,17961,4662809,1227182251000,132.150.226.76,
Regjeringskontorene,Jarlsberg,17969,43733,1097219276000,132.150.226.67,
Regjeringskontorene,Jarlsberg,17969,76498,1097219459000,132.150.226.67,
Regjeringskontorene,Jarlsberg (gods),17972,76499,1097218866000,132.150.226.67,
Regjeringskontorene,Frimureri,17977,4581440,1225718409000,132.150.8.242,/* Medlemmene i norge offentliggjort */
Regjeringskontorene,Neil Young,18002,1973526,1174312694000,132.150.8.242,/* Påvirkning */
Regjeringskontorene,Frigg Oslo Fotballklubb,18119,88631,1097218606000,132.150.226.67,
Regjeringskontorene,Spiro Agnew,18132,51972,1097218458000,132.150.226.67,
Regjeringskontorene,"Fornyings-, administrasjons- og kirkedepartementet",18304,9157016,1312268108000,132.150.9.210,Oppdaterte politisk ledelse etter endringer våren og sommeren 2011.
Regjeringskontorene,Morten Andreas Meyer,18331,5206023,1236257313000,132.150.8.242,
Regjeringskontorene,Konstantinopel,18412,44902,1097588593000,132.150.226.67,
Regjeringskontorene,Adelskalenderen (skøyter),18420,45076,1097587788000,132.150.226.67,
Regjeringskontorene,Ivar Ballangrud,18424,44885,1097588427000,132.150.226.67,
Regjeringskontorene,Nilen,18428,44901,1097588259000,132.150.226.67,
Regjeringskontorene,Raabyggelaget,18459,131039,1097586972000,132.150.226.67,
Regjeringskontorene,Veblungsnes,18498,10625558,1338293640000,132.150.8.82,
Regjeringskontorene,Simen Agdestein,18599,10018216,1327583171000,132.150.8.82,/* Sjakkspilleren */ Berge Østenstad vant NM i 2011 og er nå opp i åtte.
Regjeringskontorene,Jan Egil Storholt,18600,44865,1097586635000,132.150.226.67,
Regjeringskontorene,Amund Sjøbrend,18602,44867,1097586763000,132.150.226.67,
Regjeringskontorene,Oscar Mathisen,18614,44870,1097586517000,132.150.226.67,
Regjeringskontorene,Hjalmar Andersen,18621,45498,1097586329000,132.150.226.67,
Regjeringskontorene,Sten Stensen,18626,44863,1097586178000,132.150.226.67,
Regjeringskontorene,Knut Johannesen,18629,44852,1097585972000,132.150.226.67,
Regjeringskontorene,Knut Johannesen,18629,44856,1097586018000,132.150.226.67,
Regjeringskontorene,Norges regjering,18767,2044288,1175612876000,132.150.226.53,/* Eksterne lenker */
Regjeringskontorene,Norges Ingeniør- og Teknologorganisasjon,19342,11668617,1358852230000,132.150.8.82,
Regjeringskontorene,Norges Ingeniør- og Teknologorganisasjon,19342,11668619,1358852288000,132.150.8.82,
Regjeringskontorene,United Nations Protection Force,20034,581060,1138618016000,132.150.8.242,
Regjeringskontorene,Mandalselva,20116,1760724,1170229894000,132.150.8.242,/* Nasjonal lakseelv */
Regjeringskontorene,Krakatau,20465,10077503,1328759489000,132.150.226.76,/* Referanser */
Regjeringskontorene,Arbeidsmarkedsetaten,20522,1282390,1159778200000,132.150.226.53,
Regjeringskontorene,Roald «Kniksen» Jensen,21072,290862,1122800289000,132.150.240.82,
Regjeringskontorene,Vålerenga,21296,133756,1112259041000,132.150.146.18,
Regjeringskontorene,Det norske landssvikoppgjøret,21801,269032,1121339155000,132.150.240.82,/* Personer dømt for krigsforbrytelser: */
Regjeringskontorene,Det norske landssvikoppgjøret,21801,269033,1121339265000,132.150.240.82,/* Personer dømt for landsforræderi: */
Regjeringskontorene,Bruttonasjonalprodukt,21999,12778820,1384940854000,132.150.8.6,/* Kilde */ Rettet URL
Regjeringskontorene,Per Boye Hansen,22050,3343968,1203001309000,132.150.226.76,
Regjeringskontorene,Ayn Rand,22533,61734,1100875842000,132.150.226.67,
Regjeringskontorene,IP-telefoni,22544,7577121,1282821722000,132.150.226.76,/* Lovgivning */
Regjeringskontorene,Hovedserien,22633,63972,1100875396000,132.150.226.67,
Regjeringskontorene,Arsenal FC,22793,82833,1100875043000,132.150.226.67,
Regjeringskontorene,Borneo,22889,67791,1100874907000,132.150.226.67,
Regjeringskontorene,Toljatti,22984,71899,1100874559000,132.150.226.67,
Regjeringskontorene,VAZ,22985,61683,1100874351000,132.150.226.67,
Regjeringskontorene,VAZ,22985,62855,1100874391000,132.150.226.67,
Regjeringskontorene,O-fag,23050,121712,1100873736000,132.150.226.67,
Regjeringskontorene,Colin Powell,23101,2113866,1176967401000,132.150.226.53,
Regjeringskontorene,Tango,23147,7493572,1281099992000,132.150.226.76,/* Tangodans */
Regjeringskontorene,Tango,23147,7493574,1281100021000,132.150.226.76,/* Tangodans */
Regjeringskontorene,Franken,23198,61677,1100873499000,132.150.226.67,
Regjeringskontorene,"Verdensmesterskapet på skøyter, allround for herrer",23249,94947,1100872940000,132.150.226.67,
Regjeringskontorene,"Verdensmesterskapet på skøyter, allround for herrer",23249,552182,1137495313000,132.150.226.76,
Regjeringskontorene,Jaltakonferansen,23292,74975,1100872402000,132.150.226.67,
Regjeringskontorene,"Verdensmesterskapet på skøyter, allround for damer",23337,61599,1100871279000,132.150.226.67,
Regjeringskontorene,"Verdensmesterskapet på skøyter, allround for damer",23337,61600,1100871686000,132.150.226.67,
Regjeringskontorene,"Verdensmesterskapet på skøyter, allround for damer",23337,94953,1100871788000,132.150.226.67,
Regjeringskontorene,Alta lufthavn,23387,61608,1100870908000,132.150.226.67,
Regjeringskontorene,Bardufoss lufthavn,23388,1414107,1162990614000,132.150.8.242,
Regjeringskontorene,Sjokolade,23470,88965,1101394906000,132.150.226.67,
Regjeringskontorene,Leo Tolstoj,23518,70214,1101394616000,132.150.226.67,
Regjeringskontorene,Christoph Blocher,23558,3217069,1200572711000,132.150.226.76,
Regjeringskontorene,Christoph Blocher,23558,3217071,1200572732000,132.150.226.76,
Regjeringskontorene,Nizjnij Novgorod,23709,67731,1101394402000,132.150.226.67,
Stortinget,Eric Cantona,23724,5629506,1244539688000,85.88.64.35,/* Profesjonell fotballkarriere */
Stortinget,Eric Cantona,23724,5629899,1244546828000,85.88.64.35,/* Profesjonell fotballkarriere */
Regjeringskontorene,Manfred von Richthofen,24054,103213,1101394139000,132.150.226.67,
Regjeringskontorene,Antonio Salazar,24345,64124,1101475840000,132.150.226.67,
Regjeringskontorene,Murphys lov,24372,64149,1101477718000,132.150.226.67,
Regjeringskontorene,Lotteri- og stiftelsestilsynet,24467,8071786,1292321979000,132.150.9.210,
Regjeringskontorene,Zlatan Ibrahimović,24545,12913768,1390238747000,132.150.226.76,/* Øvrig */
Regjeringskontorene,Nordavia,24595,75313,1101989449000,132.150.226.67,
Regjeringskontorene,Krim,24730,8500933,1299946090000,132.150.226.76,
